episode,arm,cell,policy,verdict,operator_placed,op_force_flag,class,grasp_success,haptic_success,under_grasp,over_grasp,crush,n_closes,close_src,t_first_close_s,z_first_close_mm,h_first_close_mm,t_grasp_close_s,z_grasp_close_mm,contact_a_evidence,pad_peak_after_close_n,pad_peak_n,pad_peak_min_n,pad_peak_take_n,pad_peak_take_min_n,pad_peak_pinch_n,area_peak_after_close,hold_s,lift_mm,drop,released,z_release_mm,y_release_m,ctrl_releases,obj2_frac_hold,obj2_frac_after_close,stop_reason,n_replans,agree,disagreement,notes,rule_grasp_ok
ep_teacher_waffles_1789501219_004,v6_simft2k,105,teacher,s,True,False,placed_clean,True,True,False,False,False,1,"actions[:,6] (command)",12.2,67.0,35.5,12.2,67.0,"load 14.9N, area 28.3",14.95,14.95,13.11,14.95,13.11,14.95,28.3,22.85,281.3,False,True,135.6,0.1121,0,0.815,0.0,operator_stop,111,True,,operator: s,
ep_teacher_waffles_1789501292_005,v6_simft2k,106,teacher,s,True,False,placed_clean,True,True,False,False,False,1,"actions[:,6] (command)",10.72,72.0,40.5,10.72,72.0,"load 17.5N, area 26.3",17.5,17.5,13.08,17.5,13.08,17.5,26.3,20.1,279.5,False,True,156.3,0.0856,1,0.898,0.0,operator_stop,82,True,,operator: s,
ep_teacher_waffles_1789501347_006,v6_simft2k,107,teacher,f,False,False,never_reached,False,False,False,False,False,0,"actions[:,6] (command)",,,,,,,0.0,0.0,0.0,0.98,0.05,0.0,0.0,0.0,0.0,False,False,,,0,0.0,0.0,operator_stop,10,True,,operator: f,
ep_teacher_waffles_1789501367_007,v6_simft2k,108,teacher,s,True,False,placed_crushed,True,False,False,True,True,1,"actions[:,6] (command)",10.07,68.1,36.6,10.07,68.1,"load 27.8N, area 29.3",27.78,27.78,20.16,27.78,20.16,27.78,29.3,20.7,287.3,False,True,155.1,0.0951,1,0.923,0.0,safety_stop,75,False,"operator placed it, sensors say placed_crushed; pinch peak 27.8 N above the crush band, operator flagged nothing",operator: s,
ep_teacher_waffles_1789501426_008,v6_simft2k,109,teacher,f,False,False,contact_no_hold,True,False,True,False,False,3,"actions[:,6] (command)",10.91,72.6,41.1,,,area 0.2,2.07,0.0,0.0,2.07,1.73,0.0,0.2,0.0,0.0,False,False,,,0,0.0,0.0,operator_stop,39,True,,operator: f,
ep_teacher_waffles_1789501464_009,v6_simft2k,110,teacher,s,True,False,placed_clean,True,True,False,False,False,1,"actions[:,6] (command)",11.28,58.3,26.8,11.28,58.3,"load 14.7N, area 20.3",14.71,14.71,13.32,14.71,13.32,14.71,20.3,18.25,288.1,False,True,143.3,0.0941,0,0.887,0.029,operator_stop,84,True,,operator: s,
ep_teacher_waffles_1789507394_002,v6_simft2k,111,teacher,s,True,False,held_dropped,True,False,True,False,False,1,"actions[:,6] (command)",8.99,65.3,33.8,8.99,65.3,"load 14.5N, area 11.5",14.5,14.5,12.47,14.5,12.47,14.5,11.5,14.5,308.0,True,True,271.5,0.0762,0,0.878,0.038,safety_stop,58,False,"operator placed it, sensors say held_dropped",operator: s,
ep_teacher_waffles_1789507661_000,v6_simft2k,112,teacher,s,True,False,placed_crushed,True,False,False,True,True,1,"actions[:,6] (command)",11.22,65.9,34.4,11.22,65.9,"load 25.4N, area 10.2",25.42,25.42,18.68,25.42,18.68,25.42,10.2,18.95,276.2,False,True,153.1,0.1005,0,0.883,0.0,operator_stop,87,False,"operator placed it, sensors say placed_crushed; pinch peak 25.4 N above the crush band, operator flagged nothing",operator: s,
ep_teacher_waffles_1789507730_001,v6_simft2k,113,teacher,s,True,False,placed_clean,True,True,False,False,False,1,"actions[:,6] (command)",11.72,70.4,38.9,11.72,70.4,"load 13.0N, area 11.5",12.99,12.99,11.56,12.99,11.56,12.99,11.5,20.95,286.7,False,True,156.1,0.0913,1,0.916,0.0,operator_stop,104,True,,operator: s,
ep_teacher_waffles_1789507798_002,v6_simft2k,114,teacher,f,False,False,contact_no_hold,True,False,True,False,False,5,"actions[:,6] (command)",10.72,64.0,32.5,,,load 2.8N,2.84,0.0,0.0,2.84,1.12,0.0,0.0,0.0,0.0,False,False,,,0,0.0,0.0,operator_stop,51,True,,operator: f,
ep_teacher_waffles_1789507866_003,v6_simft2k,115,teacher,s,True,False,placed_clean,True,True,False,False,False,1,"actions[:,6] (command)",10.36,68.8,37.3,10.36,68.8,"load 12.6N, area 6.1",12.59,12.59,10.82,12.59,10.82,12.59,6.1,17.4,270.5,False,True,156.1,0.0901,1,0.934,0.0,operator_stop,81,True,,operator: s,
ep_teacher_waffles_1789507931_004,v6_simft2k,116,teacher,s,True,False,placed_clean,True,True,False,False,False,1,"actions[:,6] (command)",10.38,62.0,30.5,10.38,62.0,"load 13.7N, area 7.9",13.67,13.67,9.91,13.67,9.91,13.67,7.9,18.05,292.8,False,True,156.6,0.1027,1,0.934,0.0,operator_stop,74,True,,operator: s,
ep_teacher_waffles_1789507991_005,v6_simft2k,117,teacher,f,False,False,contact_no_hold,True,False,True,False,False,11,"actions[:,6] (command)",9.92,61.8,30.3,,,"load 16.1N, area 0.7",16.14,0.0,0.0,16.14,2.08,0.0,0.7,0.0,0.0,False,False,,,0,0.0,0.0,veto_retry_cap,76,True,,operator: f,
ep_teacher_waffles_1789508051_006,v6_simft2k,118,teacher,s,True,False,placed_clean,True,True,False,False,False,1,"actions[:,6] (command)",10.59,65.9,34.4,10.59,65.9,"load 17.7N, area 23.3",17.73,17.73,13.42,17.73,13.42,17.73,23.3,17.95,280.9,False,True,156.5,0.0825,1,0.908,0.0,operator_stop,107,True,,operator: s,
ep_teacher_waffles_1789508122_007,v6_simft2k,119,teacher,s,True,False,placed_clean,True,True,False,False,False,1,"actions[:,6] (command)",11.02,66.6,35.1,11.02,66.6,"load 13.7N, area 10.5",13.7,13.7,11.43,13.7,11.43,13.7,10.5,17.55,279.4,False,True,151.2,0.0924,0,0.866,0.0,operator_stop,87,True,,operator: s,
ep_teacher_waffles_1789508184_008,v6_simft2k,120,teacher,f,False,False,contact_no_hold,True,False,True,False,False,2,"actions[:,6] (command)",11.33,80.2,48.7,,,area 0.6,2.06,0.0,0.0,2.06,2.04,0.0,0.6,0.0,0.0,False,False,,,0,0.0,0.0,operator_stop,62,True,,operator: f,
